title,genres,rating
How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,"[3.5, 5.0, 5.0, 2.5, 4.0, 5.0, 4.0, 4.5, 4.0, 2.0, 3.0, 5.0, 5.0, 4.0, 5.0, 2.5, 3.0, 3.5, 4.5, 4.0, 3.0, 4.0, 3.0, 4.5, 4.0, 4.0, 2.0, 2.5, 4.5, 3.5, 4.0, 4.5, 3.5, 4.5, 4.5, 3.5, 4.5, 4.0, 3.5, 5.0, 4.0, 3.5, 5.0, 2.5, 4.5, 4.0, 5.0, 4.5, 2.5, 5.0, 4.0, 4.0, 5.0]"
"Bone Man, The (Der Knochenmann) (2009)",Crime|Thriller,[4.5]
Micmacs (Micmacs à tire-larigot) (2009),Comedy|Crime,"[3.0, 4.5]"
Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,"[2.5, 3.0, 3.0, 3.0, 1.0, 2.5, 2.0, 3.0, 1.0, 4.0, 2.0, 0.5, 2.5]"
Kick-Ass (2010),Action|Comedy,"[4.5, 2.5, 4.0, 4.0, 3.5, 4.0, 3.0, 3.5, 4.0, 4.0, 3.0, 4.5, 3.5, 4.5, 4.5, 4.5, 4.0, 2.0, 4.5, 3.0, 4.0, 3.0, 4.0, 0.5, 4.0, 3.5, 4.0, 3.5, 4.0, 4.5, 4.0, 4.0, 3.0, 3.5, 4.5, 3.5, 3.0, 4.5, 4.5, 2.5, 3.5, 3.0, 3.5]"
Date Night (2010),Action|Comedy|Romance,"[3.5, 3.5, 3.0, 2.5, 2.5, 3.0, 3.5, 3.5, 4.0, 4.0, 3.5]"
"Emperor's New Groove 2: Kronk's New Groove, The (2005)",Animation|Children|Comedy|Romance,[4.5]
Steam of Life (Miesten vuoro) (2010),Documentary,[3.5]
Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),Action|Adventure|Comedy,[3.5]
American Drug War: The Last White Hope (2007),Crime|Documentary,[3.0]
"Runaways, The (2010)",Drama|Musical,[3.5]
Wild China (2008),Documentary,[4.0]
Death at a Funeral (2010),Comedy,"[4.0, 2.5]"
Valhalla Rising (2009),Action|Drama|War,[2.5]
Diary of a Wimpy Kid (2010),Children|Comedy,[3.5]
"Union: The Business Behind Getting High, The (2007)",Comedy|Documentary,[3.5]
Disgrace (2008),Drama,[3.5]
"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller,"[3.0, 3.5, 2.5]"
"Last Song, The (2010)",Drama|Romance,[3.5]
Cyrus (2010),Comedy|Drama|Romance,[2.5]
"Human Centipede, The (First Sequence) (2009)",Horror,[0.5]
Exit Through the Gift Shop (2010),Comedy|Documentary,"[3.0, 3.5, 5.0, 3.5, 5.0, 4.0, 3.5, 4.5, 4.5, 4.0, 4.5, 4.0, 3.5]"
Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,"[4.0, 4.0, 3.5, 2.5, 4.0, 4.5, 0.5, 3.5, 4.0, 1.5, 4.0, 3.5, 3.0, 4.0, 4.5, 3.5, 3.0, 3.5, 3.0, 4.0, 4.5, 3.5, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.5, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.5, 4.0, 3.5, 4.0, 4.0, 3.0, 2.0, 2.5, 5.0, 3.0, 3.5, 3.5]"
MacGruber (2010),Action|Comedy,[3.0]
Three Men and a Cradle (3 hommes et un couffin) (1985),Comedy,[4.5]
"Sky Crawlers, The (Sukai kurora) (2008)",Adventure|Animation|Drama,[2.5]
Cargo (2009),Sci-Fi,[3.5]
"Nightmare on Elm Street, A (2010)",Fantasy|Horror|Thriller,"[0.5, 2.0]"
Four Lions (2010),Comedy|Drama,"[5.0, 4.0, 4.0, 2.5, 4.5]"
St Trinian's 2: The Legend of Fritton's Gold (2009),Adventure|Comedy,[2.0]
12 Angry Men (1997),Crime|Drama,[5.0]
Robin Hood (2010),Action|Adventure|Drama|Romance|War,"[3.5, 3.0, 2.0, 4.5, 2.0, 4.0]"
Lovers & Leavers (Kuutamolla) (2002),Drama|Romance,[3.5]
Merantau (2009),Action|Drama,[4.0]
Stingray Sam (2009),Comedy|Musical|Sci-Fi|Western,[4.0]
Cemetery Junction (2010),Comedy|Drama|Romance,[3.5]
Blue Valentine (2010),Drama|Romance,"[3.5, 0.5, 3.5, 2.5, 4.0]"
Killers (2010),Action|Comedy,"[3.0, 1.5]"
Buried (2010),Mystery|Thriller,"[3.5, 3.0, 4.0, 3.5]"
Shake Hands with the Devil (2007),Drama|War,[2.5]
Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX,"[3.5, 1.5, 3.0, 2.5, 4.0, 3.0, 1.0, 2.5, 4.0, 4.0, 3.0, 2.0, 3.5]"
Please Give (2010),Comedy|Drama,[3.5]
Baarìa (2009),Comedy|Drama|War,[4.5]
Ricky Gervais Live: Animals (2003),Comedy,[3.5]
Sex and the City 2 (2010),Comedy|Drama|Romance,"[1.5, 0.5]"
Get Him to the Greek (2010),Comedy,"[5.0, 4.0, 3.5, 3.5, 3.5, 3.5, 3.0, 4.5, 1.5, 3.5]"
Unthinkable (2010),Drama|Thriller,[3.0]
"Back-up Plan, The (2010)",Comedy|Romance,[3.0]
Splice (2009),Horror|Sci-Fi|Thriller,"[4.0, 3.5, 3.0]"
Letters to Juliet (2010),Drama|Romance,"[1.0, 3.5, 4.0]"
Exam (2009),Mystery|Thriller,"[4.0, 3.5, 4.5, 3.5, 3.5]"
Jonah Hex (2010),Action|Drama|Thriller|Western,"[2.0, 2.0, 1.5, 2.0]"
"A-Team, The (2010)",Action|Comedy|Thriller,"[3.0, 3.5, 4.0, 2.5, 3.5, 2.5, 4.0, 2.0, 3.0, 3.5, 3.0, 3.0, 4.0, 2.5, 4.0, 3.0, 2.5]"
Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,"[4.5, 4.0, 4.0, 4.0, 2.0, 4.0, 3.5, 5.0, 3.0, 4.0, 3.5, 2.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.5, 5.0, 4.0, 4.0, 5.0, 5.0, 4.5, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 3.5, 5.0, 4.0, 4.0, 5.0, 3.5, 4.5, 5.0, 4.0, 4.0, 3.5, 4.5, 4.5, 2.0, 5.0, 4.5, 3.5, 2.5, 4.0, 5.0]"
Ricky Gervais Live 3: Fame (2007),Comedy,[3.0]
Winter's Bone (2010),Drama|Thriller,"[3.0, 3.5, 2.5, 3.0, 4.5, 4.0, 4.5, 2.5]"
"Scalphunters, The (1968)",Comedy|Western,[4.5]
Barking Dogs Never Bite (Flandersui gae) (2000),Comedy|Horror,[3.5]
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,"[4.5, 4.5, 2.5, 3.5, 3.5, 5.0, 1.5]"
TiMER (2009),Comedy|Drama|Fantasy|Romance,"[4.0, 3.5]"
Best Worst Movie (2009),Documentary,[4.0]
"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX,"[3.0, 1.0, 2.0, 2.5, 1.5, 3.0, 4.0, 4.0, 0.5, 3.0]"
Enter the Void (2009),Drama,"[5.0, 5.0]"
"Last Airbender, The (2010)",Action|Adventure|Fantasy,"[2.0, 3.5, 2.5, 1.0, 1.5, 1.0]"
Endgame (2009),Drama,[3.0]
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),Documentary,[4.5]
South Park: Imaginationland (2008),Animation|Comedy|Fantasy,"[3.5, 4.5, 4.0, 4.0, 4.0, 4.0, 3.5, 4.5]"
Predators (2010),Action|Sci-Fi|Thriller,"[3.5, 3.5, 3.5, 2.5, 3.5, 4.0, 3.5, 3.0, 2.5, 3.5]"
When You're Strange (2009),Documentary,[4.0]
Despicable Me (2010),Animation|Children|Comedy|Crime,"[5.0, 4.0, 4.0, 3.0, 3.5, 4.0, 4.0, 3.5, 5.0, 2.5, 3.5, 4.0, 4.0, 4.0, 4.5, 3.5, 2.5, 3.5, 2.5, 4.0, 4.5, 4.0, 3.5, 3.5, 5.0, 3.0, 4.5, 3.5, 3.5, 2.0, 3.0, 4.5, 0.5, 5.0, 5.0, 3.5, 3.0, 4.0]"
Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,"[4.0, 3.5, 3.0, 4.5, 4.5, 3.5, 4.0, 5.0, 5.0, 0.5, 4.5, 2.5, 5.0, 5.0, 3.5, 4.5, 4.0, 5.0, 2.5, 4.0, 2.5, 4.5, 5.0, 4.0, 4.5, 4.0, 4.5, 5.0, 4.5, 4.5, 4.0, 4.5, 4.0, 4.0, 4.0, 3.0, 2.0, 2.0, 1.5, 3.5, 5.0, 5.0, 4.5, 4.5, 4.0, 5.0, 4.5, 3.5, 3.5, 3.5, 5.0, 3.5, 5.0, 4.0, 5.0, 3.5, 4.5, 5.0, 4.0, 4.0, 4.5, 3.0, 5.0, 5.0, 3.5, 4.0, 5.0, 1.0, 4.0, 4.0, 5.0, 4.5, 1.5, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 1.5, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.5, 3.5, 5.0, 4.0, 4.5, 4.0, 2.5, 4.5, 4.5, 3.0, 4.5, 1.0, 4.5, 4.0, 4.5, 4.5, 5.0, 4.0, 4.0, 4.5, 5.0, 2.5, 4.5, 4.0, 5.0, 2.0, 3.5, 3.5, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.5, 5.0, 5.0, 5.0, 4.0, 4.0, 3.5, 3.0, 3.0, 5.0, 4.5, 5.0, 4.0, 4.0, 5.0, 3.0, 5.0, 4.0]"
Grown Ups (2010),Comedy,"[2.0, 3.5, 5.0, 3.0, 2.5, 4.0, 4.5, 3.0, 3.5, 3.5]"
"Sorcerer's Apprentice, The (2010)",Action|Adventure|Children|Comedy|Fantasy,"[3.0, 4.0, 4.5, 3.5, 3.0, 3.5, 3.5, 3.5, 2.0, 4.0]"
Knight and Day (2010),Action|Comedy|Romance,"[4.0, 3.5, 3.5, 4.0, 1.0, 4.5]"
"Karate Kid, The (2010)",Action|Children|Drama,"[2.0, 0.5, 3.5, 3.5, 1.0, 4.0, 3.5, 2.0]"
"Kids Are All Right, The (2010)",Comedy|Drama,"[3.0, 1.0, 3.0, 4.0, 3.5, 3.0]"
"Serbian Film, A (Srpski film) (2010)",Horror|Thriller,"[4.0, 0.5]"
Cherrybomb (2009),Drama|Thriller,[2.5]
Batman: Under the Red Hood (2010),Action|Animation,"[3.5, 5.0, 2.5]"
Salt (2010),Action|Thriller,"[3.0, 3.5, 1.5, 3.5, 4.0, 3.5, 3.5, 3.5, 3.0, 4.0, 2.0, 2.5, 1.5, 2.5, 3.0]"
"No. 1 Ladies' Detective Agency, The (2008)",Comedy|Crime|Mystery,[3.0]
Watch Out for the Automobile (Beregis avtomobilya) (1966),Comedy|Crime|Romance,[4.0]
Mr. Nobody (2009),Drama|Fantasy|Romance|Sci-Fi,"[4.5, 3.5, 4.0, 4.0, 5.0, 4.5, 3.5]"
Dinner for Schmucks (2010),Comedy,"[3.0, 3.0, 3.5, 5.0, 1.5, 3.5, 3.5]"
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),Crime|Drama|Thriller,[4.0]
Hellsinki (Rööperi) (2009),Crime,[3.0]
Ip Man 2 (2010),Action,"[3.5, 0.5, 4.5, 3.5, 3.0]"
Ramona and Beezus (2010),Children|Comedy,[2.5]
"Rebound, The (2009)",Comedy|Romance,[2.5]
"Other Guys, The (2010)",Action|Comedy,"[3.0, 3.5, 4.5, 3.0, 4.5, 2.0, 4.0, 3.0, 3.5, 3.5, 1.0, 4.5, 4.0, 4.0, 4.0, 3.5, 2.0, 2.0, 2.0, 4.0, 3.0]"
"Two Escobars, The (2010)",Crime|Documentary,[3.5]
Paper Man (2009),Comedy|Drama,[4.0]
"Expendables, The (2010)",Action|Adventure|Thriller,"[3.5, 2.0, 2.0, 4.0, 4.0, 3.0, 3.5, 2.5, 4.0, 3.0, 2.5, 2.0, 2.0, 4.0, 2.5, 4.5, 3.0]"
Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,"[4.0, 2.0, 4.0, 5.0, 4.0, 3.0, 4.0, 3.5, 3.5, 5.0, 4.0, 1.0, 4.0, 3.5, 2.5, 5.0, 4.5, 4.5, 4.0, 4.5, 3.0, 4.0, 2.0, 3.0, 3.0, 4.0, 5.0, 2.0, 2.5, 4.0, 5.0, 3.0, 3.5, 5.0, 5.0, 3.0, 4.0, 5.0, 4.5, 4.5, 2.5, 3.5, 2.5, 4.0]"
I Killed My Mother (J'ai tué ma mère) (2009),Drama,"[3.0, 4.0]"
Heartless (2009),Fantasy|Horror|Mystery|Thriller,[2.5]
Piranha (Piranha 3D) (2010),Action|Horror|Thriller,"[3.0, 0.5, 3.0]"
"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",Action|Adventure|Fantasy|Mystery,[2.5]
Get Low (2009),Comedy|Drama|Mystery,[5.0]
"Joneses, The (2009)",Comedy|Drama,[3.5]
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),Action|Adventure|Animation|Fantasy|Sci-Fi,[4.0]
"Last Exorcism, The (2010)",Horror|Thriller,[4.0]
Sisters (Syostry) (2001),Action|Crime|Drama,[5.0]
"American, The (2010)",Drama|Thriller,"[0.5, 4.0, 2.5, 3.5]"
Jackass 2.5 (2007),Comedy|Documentary,"[5.0, 3.0, 4.5]"
"Horde, The (La Horde) (2009)",Action|Horror|Thriller,[2.5]
"Switch, The (2010)",Comedy|Romance,"[3.0, 3.0, 3.0, 0.5, 3.0, 3.5]"
Machete (2010),Action|Adventure|Comedy|Crime|Thriller,"[3.5, 3.0, 3.5, 4.0, 2.0, 5.0, 2.0, 3.0, 3.0, 4.0, 3.0, 3.0]"
Going the Distance (2010),Comedy|Romance,"[2.5, 4.0, 3.0]"
Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,"[4.0, 3.5, 3.5, 2.0, 4.0, 2.5, 2.5]"
Princess (Prinsessa) (2010),Drama,[2.5]
"Social Network, The (2010)",Drama,"[4.0, 3.0, 3.5, 3.5, 4.0, 3.0, 4.0, 4.0, 3.5, 5.0, 5.0, 4.5, 5.0, 3.5, 4.0, 4.5, 4.5, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.5, 3.5, 3.5, 4.0, 1.5, 5.0, 2.0, 4.0, 1.0, 3.0, 4.5, 4.5, 4.0, 4.5, 4.0, 4.5, 4.0, 4.0, 3.0, 4.0, 5.0, 5.0, 4.5, 4.0, 3.5, 4.0, 4.0, 4.0, 3.5, 5.0, 4.5, 3.0, 4.5, 4.5]"
"Man Vanishes, A (Ningen Johatsu) (1967)",Documentary|Drama|Mystery,[4.0]
"Town, The (2010)",Crime|Drama|Thriller,"[4.5, 4.0, 4.0, 4.5, 3.0, 3.5, 3.5, 4.5, 4.0, 4.0, 3.5, 3.5, 4.0, 4.0, 4.5, 4.0, 4.0, 4.0, 5.0, 3.5, 3.5, 4.0]"
Easy A (2010),Comedy|Romance,"[3.5, 4.0, 2.0, 4.0, 3.5, 5.0, 4.0, 3.5, 5.0, 2.0, 4.0, 4.5, 4.0, 2.0, 4.5, 3.0, 4.0, 4.0, 4.5, 4.0, 4.5, 4.0, 3.5, 4.0, 4.0, 3.5, 4.0]"
Eat Pray Love (2010),Drama|Romance,"[3.5, 3.5]"
Howl (2010),Drama,[3.5]
I'm Still Here (2010),Comedy|Drama,[4.0]
"Patrik Age 1.5 (Patrik 1,5) (2008)",Comedy|Drama|Romance,[4.0]
Flipped (2010),Comedy|Drama|Romance,"[3.5, 3.5, 4.5]"
Wall Street: Money Never Sleeps (2010),Drama,"[4.0, 3.5, 2.0]"
Legend of the Guardians: The Owls of Ga'Hoole (2010),Adventure|Animation|Fantasy|IMAX,"[4.0, 4.0]"
It's Kind of a Funny Story (2010),Comedy|Drama,"[4.0, 4.0, 4.0, 0.5, 3.5, 1.5, 4.5, 3.5]"
Middle Men (2009),Comedy|Crime|Drama,"[4.0, 2.5]"
Alice in Wonderland (1933),Adventure|Children|Fantasy,[4.0]
Let Me In (2010),Drama|Horror|Mystery,"[5.0, 3.5, 5.0, 2.5, 4.0, 3.5, 3.5]"
Sintel (2010),Animation|Fantasy,[3.5]
Secretariat (2010),Adventure|Drama,[2.5]
Devil (2010),Horror|Mystery|Thriller,"[3.5, 3.0]"
You Again (2010),Comedy,[3.5]
Life as We Know It (2010),Comedy|Romance,"[4.5, 2.5, 0.5, 4.0, 3.5, 3.0]"
Catfish (2010),Documentary|Mystery,"[3.0, 4.5, 3.5]"
You Will Meet a Tall Dark Stranger (2010),Comedy|Romance,[3.5]
Stone (2010),Drama|Thriller,"[4.0, 2.5]"
Inside Job (2010),Documentary,"[5.0, 2.0, 4.0, 4.0, 4.5, 5.0, 4.0, 5.0, 4.0, 4.5, 4.5, 5.0]"
Monsters (2010),Drama|Sci-Fi,[3.5]
Never Let Me Go (2010),Drama|Romance|Sci-Fi,"[4.0, 4.0, 4.0]"
"Illusionist, The (L'illusionniste) (2010)",Animation,"[3.0, 2.0, 4.0]"
Luck by Chance (2009),Drama,[4.5]
Rubber (2010),Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,"[3.5, 4.0]"
Jackass 3D (2010),Action|Comedy|Documentary,"[4.0, 5.0, 3.0, 3.0, 4.5, 4.0]"
Restrepo (2010),Documentary|War,"[3.0, 3.0, 3.5]"
Waiting for 'Superman' (2010),Documentary,[4.0]
Red (2010),Action|Comedy,"[3.5, 4.0, 4.0, 4.0, 4.5, 3.5, 2.0, 3.5, 4.0, 3.5, 3.0, 4.5, 3.0, 2.0, 4.5, 2.5, 4.0, 4.0, 3.0, 3.0]"
In a Better World (Hævnen) (2010),Drama,[3.5]
Heartbreaker (L'Arnacoeur) (2010),Comedy|Romance,[2.5]
Paranormal Activity 2 (2010),Horror|IMAX,"[3.5, 3.0, 5.0, 4.0, 3.0]"
Heartbeats (Les amours imaginaires) (2010),Drama|Romance,"[3.0, 3.0]"
Hereafter (2010),Drama|Fantasy,[4.0]
Undisputed III: Redemption (2010),Action|Crime|Drama,[4.0]
Saw VII 3D - The Final Chapter (2010),Horror|Mystery|Thriller,[4.5]
Due Date (2010),Comedy,"[3.0, 3.5, 4.5, 1.5, 3.5, 2.5, 3.5, 3.5, 1.5, 4.0]"
127 Hours (2010),Adventure|Drama|Thriller,"[2.0, 4.0, 4.0, 4.0, 4.5, 4.5, 4.5, 4.0, 4.0, 4.5, 4.0, 1.5, 3.5, 4.0, 3.0, 5.0, 4.0, 4.0]"
Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,"[2.5, 3.5, 4.5, 5.0, 3.0, 2.0, 2.0, 4.5, 4.5, 4.0, 4.5, 4.0, 3.5, 3.5, 3.5, 3.5, 4.0, 2.0, 4.0, 4.0]"
Black Swan (2010),Drama|Thriller,"[1.0, 3.5, 1.5, 3.5, 4.0, 4.0, 4.5, 3.5, 5.0, 2.5, 3.0, 3.5, 4.5, 4.0, 5.0, 3.5, 4.5, 4.0, 4.5, 5.0, 3.0, 4.0, 4.5, 2.0, 2.0, 0.5, 4.0, 4.0, 3.5, 5.0, 3.5, 5.0, 4.0, 4.5, 3.5, 4.0, 1.5, 4.0, 4.0, 4.0, 4.0, 3.5]"
I Shot Jesse James (1949),Drama|Romance|Western,[2.0]
Unstoppable (2010),Action|Drama|Thriller,"[4.0, 3.5, 3.5, 3.5, 3.0, 2.5, 3.5]"
Morning Glory (2010),Comedy|Drama|Romance,"[2.5, 4.0, 1.5, 2.5, 2.5, 3.0]"
Certified Copy (Copie conforme) (2010),Drama,[4.0]
"Next Three Days, The (2010)",Crime|Drama|Romance|Thriller,"[4.5, 4.0, 3.0, 4.5, 4.0, 4.0, 3.0]"
Somewhere (2010),Drama,[3.0]
Biutiful (2010),Drama,"[4.5, 4.0]"
"First Beautiful Thing, The (La prima cosa bella) (2010)",Comedy|Drama,[4.0]
Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,"[3.0, 4.5, 5.0, 2.0, 4.0, 5.0, 4.0, 3.0, 3.5, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 3.5, 5.0, 3.0, 3.0, 4.0, 4.0, 2.5, 4.0, 5.0, 3.0, 4.0, 4.0, 4.0, 3.5, 5.0, 4.5, 5.0, 4.5, 3.5, 3.0, 5.0, 3.5, 4.0, 1.5, 5.0, 4.0, 4.0, 3.0, 4.5, 5.0]"
"King's Speech, The (2010)",Drama,"[5.0, 3.5, 4.0, 3.0, 5.0, 4.5, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 2.5, 3.5, 5.0, 4.5, 4.5, 3.5, 3.5, 3.5, 5.0, 4.5, 4.0, 4.0, 2.5, 4.0, 4.0, 4.0, 3.5, 3.0, 4.0, 5.0, 4.0, 4.0, 4.5, 4.5, 4.5, 4.0, 5.0, 4.0, 4.0, 4.5, 3.5, 4.0, 3.5, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.5, 3.0, 3.5, 3.0, 4.0, 3.5]"
Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,"[3.5, 4.0, 4.0, 4.5, 4.0, 4.0, 1.5, 5.0, 4.5, 5.0, 5.0, 4.0, 3.0, 4.0, 2.0, 4.0, 4.5, 4.0, 5.0, 4.0, 3.5, 4.5, 2.0, 4.5]"
"Art of the Steal, The (2009)",Documentary,"[4.0, 4.0]"
"Fighter, The (2010)",Drama,"[3.5, 4.0, 4.0, 5.0, 4.0, 2.0, 4.0, 4.5, 4.0, 4.0, 3.0, 4.0, 2.0, 3.0, 3.5, 4.5, 4.0, 4.5, 4.0, 4.0, 4.0, 3.0, 4.0]"
"Romantics, The (2010)",Comedy|Drama|Romance,[3.0]
"Loved Ones, The (2009)",Horror,"[4.0, 4.5]"
Casino Jack (2010),Comedy|Crime,"[3.0, 5.0]"
Vincent Wants to Sea (Vincent will meer) (2010),Drama,[3.0]
London Boulevard (2010),Crime|Romance,[1.5]
Skyline (2010),Sci-Fi|Thriller,[0.5]
Beastly (2011),Drama|Fantasy|Romance,[3.5]
Love and Other Drugs (2010),Comedy|Drama|Romance,"[3.5, 2.0, 2.0, 3.0, 3.5, 3.0, 2.5]"
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure|Children|Fantasy,"[3.0, 4.0, 3.5, 3.0, 4.5, 4.5, 4.5]"
"Tourist, The (2010)",Drama|Thriller,"[4.0, 2.5, 4.0, 3.0, 3.0, 1.5, 1.0]"
Rare Exports: A Christmas Tale (Rare Exports) (2010),Action|Comedy,"[5.0, 3.5]"
Hatchet II (2010),Comedy|Horror|Thriller,[4.5]
All Good Things (2010),Drama|Mystery|Thriller,"[5.0, 2.5]"
True Grit (2010),Western,"[4.0, 5.0, 3.5, 4.0, 3.0, 4.0, 3.5, 4.5, 4.5, 4.0, 3.0, 4.0, 5.0, 1.0, 4.5, 4.0, 4.5, 4.0, 4.0, 3.0, 4.5, 1.0, 4.5, 4.0, 4.0, 3.0, 3.0, 4.0]"
Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX,"[2.0, 3.0, 1.5, 2.0, 4.0, 3.5, 4.0, 3.5, 3.0, 4.0, 4.0, 2.0, 4.0, 5.0, 3.5, 3.0, 2.5, 3.5, 3.5]"
How Do You Know (2010),Comedy|Drama|Romance,"[2.0, 2.5, 3.5]"
Barney's Version (2010),Drama,[4.0]
"Company Men, The (2010)",Drama,[2.5]
"One-Armed Swordsman, The (Dubei dao) (1967)",Action|Drama,[3.0]
I Saw the Devil (Akmareul boatda) (2010),Crime|Thriller,"[4.0, 4.5, 3.0, 4.0]"
Trash Humpers (2009),Drama,[0.5]
Faster (2010),Action|Crime|Drama,[5.0]
Little Big Soldier (Da bing xiao jiang) (2010),Action|Adventure|Comedy|Drama|War,[3.5]
Rabbit Hole (2010),Drama,[3.5]
One Week (1920),Comedy,[3.5]
Little Fockers (2010),Comedy,"[1.0, 2.5, 0.5, 2.0, 4.0, 1.0]"
Gulliver's Travels (2010),Adventure|Comedy|Fantasy,"[2.0, 3.0, 2.5, 1.5, 1.5, 0.5]"
Sweetgrass (2009),Adventure|Documentary|Western,[4.5]
Burlesque (2010),Drama|Musical|Romance,[2.5]
"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation|Children|Fantasy,"[2.5, 4.0, 4.0, 3.5]"
Tucker & Dale vs Evil (2010),Comedy|Horror,"[4.5, 3.0, 4.0, 3.0, 3.5, 4.0, 3.5, 5.0, 3.5, 4.0, 1.5, 5.0, 5.0, 4.5, 5.0, 3.5, 4.0, 4.0]"
Yogi Bear (2010),Children|Comedy,"[0.5, 1.0, 2.0]"
Made in Dagenham (2010),Comedy|Drama,[2.0]
"Green Hornet, The (2011)",Action|Comedy|Crime|Fantasy|Thriller|IMAX,"[3.0, 3.5, 3.0, 3.0, 3.0, 4.0, 2.0, 4.0, 1.0, 3.5, 3.0]"
"Way Back, The (2010)",Drama,[4.0]
"Warrior's Way, The (2010)",Action|Fantasy|Western,[3.5]
Season of the Witch (2011),Adventure|Drama|Fantasy,[3.5]
Amer (2009),Drama|Horror,[0.5]
Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX,"[4.0, 3.0, 3.0, 2.0, 3.0, 4.0, 1.5, 3.5, 3.0]"
Anything for Her (Pour elle) (2008),Crime|Drama|Thriller,[2.5]
Day & Night (2010),Animation|Children,"[4.0, 4.5, 4.5, 5.0, 2.5]"
Marwencol (2010),Documentary,"[3.5, 5.0]"
"Dilemma, The (2011)",Comedy|Drama,"[2.5, 2.5]"
Down Argentine Way (1940),Comedy|Drama|Romance,[5.0]
"Trip, The (2010)",Comedy|Drama,[4.0]
Limitless (2011),Sci-Fi|Thriller,"[5.0, 3.5, 4.5, 4.0, 4.5, 4.5, 3.0, 4.0, 3.5, 3.5, 4.5, 5.0, 4.5, 4.0, 4.0, 4.0, 3.0, 4.5, 3.5, 3.0, 4.0, 5.0, 3.5, 4.0, 5.0, 3.0, 3.0, 3.5, 4.5, 3.0]"
Happy People: A Year in the Taiga (2010),Documentary,[4.5]
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),Action|Animation|Drama|Sci-Fi,"[3.0, 3.5, 4.0]"
I Spit on Your Grave (2010),Crime|Horror|Thriller,"[4.0, 3.5]"
Even the Rain (También la lluvia) (2010),Drama,[4.0]
It Happened on Fifth Avenue (1947),Comedy|Romance,[4.5]
Zeitgeist: Moving Forward (2011),Documentary,[5.0]
No Strings Attached (2011),Comedy|Romance,"[3.5, 2.5, 2.5, 3.0, 3.5, 3.5, 0.5, 4.0, 2.0, 4.0, 3.0, 3.5, 2.5, 3.0]"
"Lincoln Lawyer, The (2011)",Crime|Drama|Thriller,"[4.5, 4.0, 3.5, 4.0, 3.0, 4.5, 4.0, 3.5, 3.0, 2.0]"
All-Star Superman (2011),Action|Adventure|Animation|Sci-Fi,"[5.0, 3.5]"
Girls About Town (1931),Comedy,[5.0]
Kill! (Kiru) (1968),Action|Comedy|Drama,[3.0]
Pekka ja Pätkä salapoliiseina (1957),Comedy,[4.0]
